nan -inf
2.300817072391510010e-01 7.954023635343820953e-02
4.608988165855407715e-01 7.806921969171243259e-02
6.912923455238342285e-01 7.814373625951742675e-02
9.200968146324157715e-01 7.977028390156593041e-02
1.145310997962951660e+00 8.361885598230633931e-02
1.362015604972839355e+00 9.185844101523832350e-02
1.553924322128295898e+00 1.119149854359284824e-01
1.656609177589416504e+00 1.715757684759507962e-01
1.696179032325744629e+00 2.460337629468479781e-01
1.721468091011047363e+00 3.113133020479000868e-01
1.766469597816467285e+00 3.575546356965477734e-01
1.766687989234924316e+00 4.110189417339854545e-01
1.819005012512207253e+00 4.402253061850232019e-01
1.791051626205444336e+00 4.881970483076261136e-01
1.813269495964050293e+00 5.163916240277897085e-01
1.874013423919677734e+00 5.314289720296399011e-01
1.887802481651306152e+00 5.557470208600557848e-01
1.968770980834960938e+00 5.624321431434520235e-01
2.061331272125244141e+00 5.659728385635707237e-01
2.153891563415527344e+00 5.691594644416775317e-01
2.246451854705810547e+00 5.720426021409168449e-01
2.339012145996093750e+00 5.746636364129527053e-01
2.431572437286376953e+00 5.770567546613334375e-01
2.524133205413818359e+00 5.792503669046765724e-01
