nan nan
8.881478214493930545e-02 8.707002997398376465e-01
1.774695412375964509e-01 8.699159026145935059e-01
2.658164444316097885e-01 8.686484098434448242e-01
3.536768945704142353e-01 8.668224215507507324e-01
4.408387942308009677e-01 8.643571734428405762e-01
5.270403488607858788e-01 8.611445426940917969e-01
6.119563687576956568e-01 8.570494055747985840e-01
6.951426683533833417e-01 8.518583774566650391e-01
7.760149203108909211e-01 8.453002572059631348e-01
8.537286990342700665e-01 8.369573354721069336e-01
9.275120513737427075e-01 8.266283869743347168e-01
9.958321850928059105e-01 8.135576844215393066e-01
1.056399256647927665e+00 7.966511249542236328e-01
1.108895232382504314e+00 7.765079736709594727e-01
1.153208558232581060e+00 7.537026405334472656e-01
1.190222182060795442e+00 7.292752861976623535e-01
1.223124161910258412e+00 7.053506374359130859e-01
1.250572748262887002e+00 6.811141371726989746e-01
1.274431352411416585e+00 6.575765013694763184e-01
1.295877864402727120e+00 6.352102756500244141e-01
1.318888632129611826e+00 6.157044172286987305e-01
1.333718051071282273e+00 5.943260788917541504e-01
1.345779296164889782e+00 5.736268162727355957e-01
1.369066620448733174e+00 5.592381358146667480e-01
1.383114747509306408e+00 5.423774719238281250e-01
1.397140804521255886e+00 5.268054604530334473e-01
1.410715884713181767e+00 5.122231841087341309e-01
1.418825666957802989e+00 4.967689514160156250e-01
1.427677072755078047e+00 4.826312363147735596e-01
1.437981769974584045e+00 4.699109494686126709e-01
1.452669603170432699e+00 4.593974649906158447e-01
1.466580631453747952e+00 4.493030905723571777e-01
1.459466934950502504e+00 4.335745275020599365e-01
1.479382390517674839e+00 4.265647530555725098e-01
