8.086775625169582982e-02 8.086775625169583259e-01
4.950826012430225576e-01 7.971669003065616765e-01
8.705295089311071433e-01 7.622147774051166724e-01
1.149774380361295201e+00 6.913200388248292860e-01
1.326387248180435297e+00 6.072616316970667061e-01
1.445935654989921382e+00 5.344898335565856362e-01
1.539828831081705873e+00 4.772715789649659146e-01
1.611035329402821015e+00 4.299111131833370236e-01
1.671039836378918508e+00 3.914889875610290115e-01
1.726032847031448991e+00 3.603804845450278016e-01
1.775720829343089280e+00 3.343775595393329580e-01
1.816154949919070338e+00 3.114345130727647626e-01
1.948684958290199498e+00 3.067523960854497966e-01
2.108519101513671057e+00 3.067523960854498521e-01
2.268353244737145058e+00 3.067523960854502407e-01
2.428187387960615062e+00 3.067523960854500742e-01
2.588021531184085511e+00 3.067523960854499077e-01
2.747855674407556847e+00 3.067523960854499632e-01
2.907689817631029072e+00 3.067523960854500187e-01
3.067523960854499965e+00 3.067523960854500187e-01
