Freq_GHz,Transmittance
1071.23,0.437014
1071.93,0.436572
1072.63,0.436131
1073.33,0.435691
1074.03,0.435252
1074.73,0.434814
1075.43,0.434377
1076.13,0.43394
1076.83,0.433505
1077.53,0.433072
1078.23,0.432639
1078.93,0.432208
1079.63,0.431778
1080.33,0.43135
1081.03,0.430924
1081.73,0.430499
1082.43,0.430075
1083.13,0.429654
1083.83,0.429234
1084.53,0.428816
1085.22,0.428401
1085.92,0.427987
1086.62,0.427575
1087.32,0.427165
1088.02,0.426758
1088.72,0.426353
1089.42,0.42595
1090.12,0.425549
1090.82,0.425151
1091.52,0.424756
1092.22,0.424362
1092.92,0.423971
1093.62,0.423583
1094.32,0.423197
1095.02,0.422814
1095.72,0.422433
1096.42,0.422055
1097.12,0.421679
1097.82,0.421306
1098.52,0.420935
1099.21,0.420567
1099.91,0.420201
1100.61,0.419837
1101.31,0.419476
1102.01,0.419118
1102.71,0.418761
1103.41,0.418407
1104.11,0.418055
1104.81,0.417705
1105.51,0.417357
1106.21,0.417011
1106.91,0.416667
1107.61,0.416325
1108.31,0.415985
1109.01,0.415646
1109.71,0.415308
1110.41,0.414972
1111.11,0.414637
1111.81,0.414304
1112.51,0.413971
1113.2,0.413639
1113.9,0.413309
1114.6,0.412979
1115.3,0.412649
1116,0.412321
1116.7,0.411992
1117.4,0.411664
1118.1,0.411336
1118.8,0.411008
1119.5,0.41068
1120.2,0.410352
1120.9,0.410024
1121.6,0.409695
1122.3,0.409366
1123,0.409036
1123.7,0.408706
1124.4,0.408374
1125.1,0.408042
1125.8,0.407709
1126.5,0.407375
1127.19,0.40704
1127.89,0.406703
1128.59,0.406365
1129.29,0.406026
1129.99,0.405686
1130.69,0.405343
1131.39,0.405
1132.09,0.404654
1132.79,0.404307
1133.49,0.403959
1134.19,0.403608
1134.89,0.403256
1135.59,0.402901
1136.29,0.402545
1136.99,0.402187
1137.69,0.401826
1138.39,0.401464
1139.09,0.4011
1139.79,0.400734
1140.49,0.400365
1141.18,0.399994
1141.88,0.399622
1142.58,0.399247
1143.28,0.39887
1143.98,0.398491
1144.68,0.398109
1145.38,0.397726
1146.08,0.39734
1146.78,0.396952
1147.48,0.396562
1148.18,0.39617
1148.88,0.395775
1149.58,0.395379
1150.28,0.39498
1150.98,0.394579
1151.68,0.394177
1152.38,0.393772
1153.08,0.393365
1153.78,0.392955
1154.48,0.392544
1155.17,0.392131
1155.87,0.391716
1156.57,0.391299
1157.27,0.39088
1157.97,0.390459
1158.67,0.390036
1159.37,0.389612
1160.07,0.389185
1160.77,0.388757
1161.47,0.388327
1162.17,0.387895
1162.87,0.387462
1163.57,0.387026
1164.27,0.38659
1164.97,0.386151
1165.67,0.385711
1166.37,0.38527
1167.07,0.384827
1167.77,0.384383
1168.47,0.383937
1169.16,0.38349
1169.86,0.383041
1170.56,0.382592
1171.26,0.382141
1171.96,0.381688
1172.66,0.381235
1173.36,0.38078
1174.06,0.380325
1174.76,0.379868
1175.46,0.37941
1176.16,0.378952
1176.86,0.378492
1177.56,0.378032
1178.26,0.37757
1178.96,0.377108
1179.66,0.376645
1180.36,0.376182
1181.06,0.375717
1181.76,0.375253
1182.46,0.374787
1183.15,0.374321
1183.85,0.373854
1184.55,0.373387
1185.25,0.37292
1185.95,0.372452
1186.65,0.371983
1187.35,0.371515
1188.05,0.371046
1188.75,0.370576
1189.45,0.370107
1190.15,0.369637
1190.85,0.369167
1191.55,0.368697
1192.25,0.368227
1192.95,0.367757
1193.65,0.367287
1194.35,0.366816
1195.05,0.366346
1195.75,0.365876
1196.45,0.365405
1197.14,0.364935
1197.84,0.364465
1198.54,0.363994
1199.24,0.363524
1199.94,0.363054
1200,0.363016
1200.64,0.362584
1201.34,0.362114
1202.04,0.361644
1202.74,0.361175
1203.44,0.360705
1204.14,0.360236
1204.84,0.359766
1205.54,0.359297
1206.24,0.358828
1206.94,0.358359
1207.64,0.357889
1208.34,0.35742
1209.04,0.356951
1209.74,0.356482
1210.44,0.356013
1211.13,0.355544
1211.83,0.355075
1212.53,0.354606
1213.23,0.354136
1213.93,0.353667
1214.63,0.353197
1215.33,0.352727
1216.03,0.352257
1216.73,0.351787
1217.43,0.351317
1218.13,0.350846
1218.83,0.350374
1219.53,0.349903
1220.23,0.349431
1220.93,0.348958
1221.63,0.348485
1222.33,0.348012
1223.03,0.347538
1223.73,0.347063
1224.43,0.346588
1225.12,0.346112
1225.82,0.345635
1226.52,0.345158
1227.22,0.34468
1227.92,0.344202
1228.62,0.343722
1229.32,0.343242
1230.02,0.342761
1230.72,0.342279
1231.42,0.341796
1232.12,0.341312
1232.82,0.340828
1233.52,0.340342
1234.22,0.339856
1234.92,0.339369
1235.62,0.33888
1236.32,0.338391
1237.02,0.337901
1237.72,0.33741
1238.42,0.336918
1239.12,0.336425
1239.81,0.335931
1240.51,0.335436
1241.21,0.33494
1241.91,0.334443
1242.61,0.333945
1243.31,0.333446
1244.01,0.332947
1244.71,0.332446
1245.41,0.331945
1246.11,0.331443
1246.81,0.330939
1247.51,0.330435
1248.21,0.329931
1248.91,0.329425
1249.61,0.328919
1250.31,0.328412
1251.01,0.327904
1251.71,0.327395
1252.41,0.326886
1253.11,0.326376
1253.8,0.325866
1254.5,0.325354
1255.2,0.324843
1255.9,0.32433
1256.6,0.323818
1257.3,0.323304
1258,0.322791
1258.7,0.322277
1259.4,0.321762
1260.1,0.321247
1260.8,0.320732
1261.5,0.320216
1262.2,0.3197
1262.9,0.319184
1263.6,0.318668
1264.3,0.318152
1265,0.317635
1265.7,0.317118
1266.4,0.316601
1267.1,0.316084
1267.79,0.315567
1268.49,0.31505
1269.19,0.314534
1269.89,0.314017
1270.59,0.3135
1271.29,0.312983
1271.99,0.312467
1272.69,0.31195
1273.39,0.311434
1274.09,0.310918
1274.79,0.310403
1275.49,0.309887
1276.19,0.309372
1276.89,0.308857
1277.59,0.308343
1278.29,0.307829
1278.99,0.307316
1279.69,0.306802
1280.39,0.30629
1281.09,0.305778
1281.78,0.305266
1282.48,0.304755
1283.18,0.304245
1283.88,0.303735
1284.58,0.303225
1285.28,0.302717
1285.98,0.302209
1286.68,0.301701
1287.38,0.301195
1288.08,0.300689
1288.78,0.300184
1289.48,0.299679
1290.18,0.299176
1290.88,0.298673
1291.58,0.298171
1292.28,0.29767
1292.98,0.29717
1293.68,0.29667
1294.38,0.296172
1295.08,0.295674
1295.77,0.295178
1296.47,0.294682
1297.17,0.294188
1297.87,0.293694
1298.57,0.293201
1299.27,0.29271
1299.97,0.292219
1300.67,0.291729
1301.37,0.291241
1302.07,0.290754
1302.77,0.290267
1303.47,0.289782
1304.17,0.289298
1304.87,0.288815
1305.57,0.288333
1306.27,0.287853
1306.97,0.287373
1307.67,0.286895
1308.37,0.286418
1309.07,0.285942
1309.76,0.285468
1310.46,0.284995
1311.16,0.284523
1311.86,0.284052
1312.56,0.283582
1313.26,0.283114
1313.96,0.282647
1314.66,0.282182
1315.36,0.281717
1316.06,0.281254
1316.76,0.280793
1317.46,0.280333
1318.16,0.279874
1318.86,0.279416
1319.56,0.27896
1320.26,0.278506
1320.96,0.278052
1321.66,0.2776
1322.36,0.27715
1323.06,0.276701
1323.75,0.276253
1324.45,0.275807
1325.15,0.275363
1325.85,0.274919
1326.55,0.274478
1327.25,0.274038
1327.95,0.273599
1328.65,0.273162
1329.35,0.272726
1330.05,0.272292
1330.75,0.271859
1331.45,0.271428
1332.15,0.270998
1332.85,0.27057
1333.55,0.270143
1334.25,0.269718
1334.95,0.269295
1335.65,0.268873
1336.35,0.268453
1337.05,0.268034
1337.74,0.267617
1338.44,0.267201
1339.14,0.266787
1339.84,0.266375
1340.54,0.265964
1341.24,0.265555
1341.94,0.265147
1342.64,0.264741
1343.34,0.264337
1344.04,0.263935
1344.74,0.263534
1345.44,0.263134
1346.14,0.262736
1346.84,0.26234
1347.54,0.261946
1348.24,0.261553
1348.94,0.261162
1349.64,0.260773
1350.34,0.260385
1351.04,0.259999
1351.73,0.259615
1352.43,0.259232
1353.13,0.258851
1353.83,0.258472
1354.53,0.258094
1355.23,0.257719
1355.93,0.257344
1356.63,0.256972
1357.33,0.256601
1358.03,0.256232
1358.73,0.255865
1359.43,0.2555
1360.13,0.255136
1360.83,0.254774
1361.53,0.254413
1362.23,0.254055
1362.93,0.253698
1363.63,0.253343
1364.33,0.252989
1365.03,0.252638
1365.72,0.252288
1366.42,0.25194
1367.12,0.251594
1367.82,0.251249
1368.52,0.250906
1369.22,0.250565
1369.92,0.250226
1370.62,0.249889
1371.32,0.249553
1372.02,0.249219
1372.72,0.248887
1373.42,0.248557
1374.12,0.248228
1374.82,0.247901
1375.52,0.247576
1376.22,0.247253
1376.92,0.246932
1377.62,0.246612
1378.32,0.246295
1379.02,0.245979
1379.71,0.245665
1380.41,0.245352
1381.11,0.245042
1381.81,0.244733
1382.51,0.244426
1383.21,0.244121
1383.91,0.243818
1384.61,0.243516
1385.31,0.243217
1386.01,0.242919
1386.71,0.242623
1387.41,0.242329
1388.11,0.242037
1388.81,0.241746
1389.51,0.241457
1390.21,0.241171
1390.91,0.240886
1391.61,0.240603
1392.31,0.240321
1393.01,0.240042
1393.7,0.239764
1394.4,0.239488
1395.1,0.239215
1395.8,0.238942
1396.5,0.238672
1397.2,0.238404
1397.9,0.238137
1398.6,0.237873
1399.3,0.23761
1400,0.237349
