nan nan
2.303361892700195312e-01 7.852216119745858425e-02
4.594451785087585449e-01 8.097691578071930518e-02
6.851603388786315918e-01 8.632092608634078790e-02
9.015665054321289062e-01 9.830326967373015368e-02
2.416007041931152344e+00 -9.330848136248237612e-01
1.159123182296752930e+00 2.271395937146090116e-01
1.154885292053222656e+00 3.399702245420938018e-01
1.203466534614562988e+00 3.981798165855161553e-01
1.195162892341613770e+00 4.687397665983452644e-01
1.199146986007690430e+00 5.202719222824389034e-01
1.303898096084594727e+00 5.257867509358182811e-01
1.265321373939514160e+00 5.781652864509266854e-01
1.293541669845581055e+00 6.019296883768952000e-01
1.295845031738281250e+00 6.297050836079722824e-01
1.388405203819274902e+00 6.297051335695568186e-01
1.480965495109558105e+00 6.297051474793161630e-01
1.573525905609130859e+00 6.297051316993370618e-01
1.665922641754150391e+00 6.297414950051676286e-01
1.756509065628051758e+00 6.301552040173108438e-01
1.851206898689270020e+00 6.297051415179907297e-01
1.943767428398132324e+00 6.297051063177834251e-01
2.036326408386230469e+00 6.297053561257059950e-01
2.128887891769409180e+00 6.297051487752565180e-01
2.221448183059692383e+00 6.297051574148584407e-01
